מזהה,סוג,"מק""ט",Name,Categories,פורסם,האם מומלץ?,נראות בקטלוג,תיאור קצר,תיאור,תאריך התחלה של  המבצע,תאריך סיום של  המבצע,Tax status,סוג מס,במלאי?,מלאי,כמות של מלאי מועט,לאפשר הזמנות מראש?,נמכר בנפרד?,משקל (kg),אורך (cm),רוחב (cm),גובה (cm),לאפשר חוות דעת של לקוחות?,הערת רכישה, מבצע, רגיל,תגיות,Shipping class,תמונות,הגבלת הורדות,ימים שנותרו לתוקף ההורדה,אב,מוצרים מקובצים,מוצרים משודרגים,מוצרים משלימים,URL חיצוני,טקסט כפתור,מיקום,כלים: _wpml_word_count,כלים: _wpml_media_featured,כלים: _wpml_media_duplicate,שיוך 1 שמות,שיוך 1 ערכים,שיוך 1 פריטים מוצגים,שיוך 1 פריטים גלובליים,שיוך 2 שמות,שיוך 2 ערכים,שיוך 2 פריטים מוצגים,שיוך 2 פריטים גלובליים
1210,simple,,מפיות ים ,בת הים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,113,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1211,simple,,כוסות פלסטיק ורוד בייבי ים,בת הים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,114,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1212,simple,,צלחות קרטון בת הים מרובע זהב,בת הים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,18.9,,,,,,,,,,,,115,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1213,simple,,מיניונים,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,116,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1214,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,117,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1215,simple,,צלחת מיניון תכלת,מיניונים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,118,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1216,simple,,צלחות מניונים צהוב,מיניונים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,119,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1217,simple,,צלחת מיניון מרובעת,מיניונים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,120,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1218,simple,,צלחת מיניון מרובעת מסיבה,מיניונים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,17.9,,,,,,,,,,,,121,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1219,simple,,מפיות מיניון צהוב,מיניונים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,122,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1220,simple,,מנשפים מיניון ,מיניונים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10.9,,,,,,,,,,,,123,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1221,simple,,כוסות קרטון מיניון מסיבה,מיניונים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,12.9,,,,,,,,,,,,124,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1222,simple,,כוסות קרטון מיניון ,מיניונים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,12.9,,,,,,,,,,,,125,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1223,simple,,כוסות פלסטיק מיניון,מיניונים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,126,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1224,simple,,דלי פופקורן גדול פלסטיק,מיניונים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,15,,,,,,,,,,,,127,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1225,simple,,דלי פופקורן תלת מימד מניון,מיניונים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,128,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1226,simple,,דלי פופקורן בינוני ,מיניונים,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,12,,,,,,,,,,,,129,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1227,simple,,חד קרן ,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,130,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1228,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,131,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1229,simple,,צלחות חד קרן לבן זהב מסביב ,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,132,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1230,simple,,מפיות חד קרן לבן זהב מסביב ,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,13.9,,,,,,,,,,,,133,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1231,simple,,מפיות מטבע זהב חד קרן ,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,16.9,,,,,,,,,,,,134,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1232,simple,,מפיות חד קרן ריסים,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,135,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1233,simple,,כוסות חד קרן ריסים (קרטון),חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,136,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1234,simple,,מנשפים חד קרן זהב,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,14.9,,,,,,,,,,,,137,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1235,simple,,מנשפים חד קרן כסף,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,,,,,,,,,,,,138,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1236,simple,,פלייסמיט חד קרן מוטבע זהב ,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,19,,,,,,,,,,,,139,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1237,simple,,צלחות קרטון ורוד חד קרן ,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10.9,,,,,,,,,,,,140,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1238,simple,,קופסאות קרטון חד קרן מוטבע זהב כוכבים זהב ,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,11.9,,,,,,,,,,,,141,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1239,simple,,קופסאות קרטון חד קרן מוטבע זהב כוכבים צבעוני ,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,15.9,,,,,,,,,,,,142,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1240,simple,,קופסאת פופקורן גדול חד קרן ,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,5.9,,,,,,,,,,,,143,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1241,simple,,דגלים חד קרן מטבע ,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,19.9,,,,,,,,,,,,144,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1242,simple,,חד קרן פלסטיק לסוכריות,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3,,,,,,,,,,,,145,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1243,simple,,עטים פייטים,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3,,,,,,,,,,,,146,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1244,simple,,נרות זהב חד קרן ,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10.9,,,,,,,,,,,,147,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1245,simple,,נרות ורוד חד קרן,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10.9,,,,,,,,,,,,148,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1246,simple,,נר חד קרן כסף,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10,,,,,,,,,,,,149,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1247,simple,,נר חד קרן ורוד +סגול,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,8,,,,,,,,,,,,150,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1248,simple,,שקיות ניילון ורוד קשיח חד קרן,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3,,,,,,,,,,,,151,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1249,simple,,שקיות קרטון קטן עם פפיון ,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2.5,,,,,,,,,,,,152,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1250,simple,,קשט חד קרן פייטים ,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6,,,,,,,,,,,,153,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1251,simple,,בלון חד קרן ניפוח עצמי ,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,25,,,,,,,,,,,,154,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1252,simple,,בלון חד קרן על מקל ניפוח עצמי,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,10.9,,,,,,,,,,,,155,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1253,simple,,קונפטי חד קרן ,חד קרן ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,8.9,,,,,,,,,,,,156,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1254,simple,,וינטג' מוצרים:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,157,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1255,simple,,צבע שמנת,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,158,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1256,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,159,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1257,simple,,מרקיות וינטאג שמנת,צבע שמנת,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,14.9,,,,,,,,,,,,160,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1258,simple,,צלחות וינטאג שמנת 22 סמ,צבע שמנת,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,19.9,,,,,,,,,,,,161,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1259,simple,,צלחות וינטאג שמנת 25 סמ,צבע שמנת,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,24.9,,,,,,,,,,,,162,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1260,simple,,קסרול וינטאג שמנת,צבע שמנת,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,163,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1261,simple,,מגשי וינטאג שמנת,צבע שמנת,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,164,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1262,simple,,מזלגות,צבע שמנת,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6.9,,,,,,,,,,,,165,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1263,simple,,כפות,צבע שמנת,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6.9,,,,,,,,,,,,166,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1264,simple,,כפות הגשה,צבע שמנת,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,4.9,,,,,,,,,,,,167,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1265,simple,,כפיות,צבע שמנת,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2.9,,,,,,,,,,,,168,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1266,simple,,סכינים,צבע שמנת,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6.9,,,,,,,,,,,,169,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1267,simple,,קערות הגשה וינטאג שמנת,צבע שמנת,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,12.9,,,,,,,,,,,,170,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1268,simple,,ורוד פסטל,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,171,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1269,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,172,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1270,simple,,מרקיות וינטאג ורוד עתיק,ורוד פסטל,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,14.9,,,,,,,,,,,,173,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1271,simple,,צלחת וינטאג ורוד עתיק 18 סמ,ורוד פסטל,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,14.9,,,,,,,,,,,,174,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1272,simple,,צלחות ויטאג ורוד עתיק 22 סמ,ורוד פסטל,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,19.9,,,,,,,,,,,,175,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1273,simple,,קסרול וינטאג ורוד עתיק,ורוד פסטל,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,176,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1274,simple,,מזלגות,ורוד פסטל,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6.9,,,,,,,,,,,,177,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1275,simple,,כפות,ורוד פסטל,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6.9,,,,,,,,,,,,178,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1276,simple,,כפות הגשה ,ורוד פסטל,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,4.9,,,,,,,,,,,,179,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1277,simple,,כפיות,ורוד פסטל,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2.9,,,,,,,,,,,,180,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1278,simple,,מנטה,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,181,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1279,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,182,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1280,simple,,מרקיות וינטאג מנטה,מנטה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,14.9,,,,,,,,,,,,183,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1281,simple,,צלחות וינטאג מנטה 22 סמ,מנטה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,19.9,,,,,,,,,,,,184,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1282,simple,,צלחות וינטאג מנטה 18 סמ,מנטה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,14.9,,,,,,,,,,,,185,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1283,simple,,צלחות וינטאג מנטה 25 סמ,מנטה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,24.9,,,,,,,,,,,,186,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1284,simple,,קסרול וינטאג מנטה,מנטה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,187,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1285,simple,,קערות הגשה וינטאג מנטה,מנטה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,188,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1286,simple,,מזלגות,מנטה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6.9,,,,,,,,,,,,189,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1287,simple,,כפות,מנטה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6.9,,,,,,,,,,,,190,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1288,simple,,כפיות,מנטה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2.9,,,,,,,,,,,,191,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1289,simple,,סכינים,מנטה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6.9,,,,,,,,,,,,192,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1290,simple,,כפות הגשה,מנטה,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,4.9,,,,,,,,,,,,193,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1291,simple,,לבן,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,194,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1292,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,195,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1293,simple,,מרקיות וינטאג לבן,לבן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,12.9,,,,,,,,,,,,196,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1294,simple,,צלחות וינטאג לבן 18 סמ,לבן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,14.9,,,,,,,,,,,,197,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1295,simple,,צלחות וינטאג לבן 22 סמ,לבן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,19.9,,,,,,,,,,,,198,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1296,simple,,צלחות וינטאג לבן 25 סמ,לבן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,24.9,,,,,,,,,,,,199,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1297,simple,,קסרול וינטאג לבן,לבן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,200,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1298,simple,,מגשי וינטאג לבן,לבן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,9.9,,,,,,,,,,,,201,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1299,simple,,מזלגות,לבן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6.9,,,,,,,,,,,,202,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1300,simple,,כפות,לבן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6.9,,,,,,,,,,,,203,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1301,simple,,כפיות,לבן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2.9,,,,,,,,,,,,204,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1302,simple,,סכינים,לבן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6.9,,,,,,,,,,,,205,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1303,simple,,קערות הגשה וינטאג לבן,לבן,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,11.9,,,,,,,,,,,,206,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1304,simple,,קערות (?),,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,12.9,,,,,,,,,,,,207,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1305,simple,,כפות הגשה,קערות,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,4.9,,,,,,,,,,,,208,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1306,simple,,זהב,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,209,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1307,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,210,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1308,simple,,מרקיות וינטאג זהב ,זהב,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,14.9,,,,,,,,,,,,211,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1309,simple,,צלחות וינטאג זהב 22 סמ,זהב,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,19.9,,,,,,,,,,,,212,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1310,simple,,צלחות וינטאג זהב 25 סמ,זהב,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,24.9,,,,,,,,,,,,213,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1311,simple,,מגשי וינטאג זהב,זהב,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,11.9,,,,,,,,,,,,214,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1312,simple,,קערות הגשה וינטאג זהב,זהב,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,11.9,,,,,,,,,,,,215,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1313,simple,,שחור,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,216,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1314,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,217,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1315,simple,,מרקיות וינטאג שחור,שחור,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,14.9,,,,,,,,,,,,218,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1316,simple,,צלחות וינטאג שחור 18 סמ,שחור,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,14.9,,,,,,,,,,,,219,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1317,simple,,קערות הגשה וינטאג שחור,שחור,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,11.9,,,,,,,,,,,,220,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1318,simple,,צלחות וינטאג שחור 22 סמ,שחור,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,19.9,,,,,,,,,,,,221,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1319,simple,,מגשי וינטאג שחור,שחור,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,11.9,,,,,,,,,,,,222,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1320,simple,,מזלגות,שחור,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6.9,,,,,,,,,,,,223,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1321,simple,,סכינים,שחור,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6.9,,,,,,,,,,,,224,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1322,simple,,כפות,שחור,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6.9,,,,,,,,,,,,225,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1323,simple,,שקוף,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,226,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1324,simple,,פריט:,,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,,,,,,,227,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1325,simple,,מרקיות וינטאג שקוף ,שקוף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,14.9,,,,,,,,,,,,228,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
1326,simple,,צלחות וינטאג שקוף 18 סמ,שקוף,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,14.9,,,,,,,,,,,,229,"{""total"":0,""to_translate"":{""en"":4,""he"":4}}",1,1,,,,,,,,
